721.630,39,4719.207,655.609,0.466,4719.511,653.769,0.409,4718.822,657.912,0.382,4.200,25.936,5.488,394,2,-
721.640,39,4719.254,655.354,0.466,4719.554,653.513,0.410,4718.875,657.658,0.380,4.200,25.936,5.710,394,2,-
721.650,39,4719.301,655.099,0.465,4719.596,653.257,0.409,4718.927,657.403,0.379,4.200,25.935,5.579,394,2,-
721.660,39,4719.347,654.844,0.465,4719.638,653.001,0.408,4718.978,657.149,0.379,4.200,25.935,5.678,394,2,-
721.670,39,4719.393,654.589,0.464,4719.680,652.745,0.408,4719.029,656.894,0.379,4.200,25.935,5.873,394,2,-
721.680,39,4719.438,654.333,0.464,4719.721,652.489,0.407,4719.078,656.640,0.379,4.200,25.935,6.079,394,2,-
721.690,39,4719.482,654.078,0.463,4719.762,652.233,0.405,4719.128,656.385,0.379,4.200,25.936,6.087,394,2,-
721.700,39,4719.526,653.822,0.463,4719.802,651.977,0.403,4719.176,656.130,0.380,4.200,25.936,6.012,394,2,-
721.710,39,4719.569,653.567,0.463,4719.842,651.721,0.402,4719.224,655.875,0.382,4.200,25.936,6.213,394,2,-
721.720,39,4719.612,653.311,0.462,4719.881,651.465,0.400,4719.271,655.620,0.383,4.200,25.937,6.844,394,2,-
721.730,39,4719.654,653.055,0.462,4719.920,651.208,0.398,4719.317,655.365,0.385,4.200,25.938,6.545,394,2,-
721.740,39,4719.696,652.799,0.462,4719.958,650.952,0.395,4719.363,655.109,0.387,4.200,25.938,6.198,394,2,-
721.750,39,4719.736,652.543,0.461,4719.995,650.695,0.393,4719.408,654.854,0.389,4.200,25.937,6.908,394,2,-
721.760,39,4719.776,652.286,0.461,4720.032,650.439,0.391,4719.452,654.598,0.392,4.200,25.937,7.642,394,2,-
721.770,39,4719.816,652.030,0.461,4720.068,650.182,0.389,4719.496,654.343,0.394,4.200,25.936,7.126,394,2,-
721.780,39,4719.854,651.774,0.461,4720.102,649.925,0.387,4719.540,654.087,0.396,4.200,25.933,6.745,394,2,-
721.790,39,4719.892,651.517,0.461,4720.136,649.668,0.385,4719.583,653.831,0.399,4.200,25.931,7.358,394,2,-
721.800,39,4719.930,651.260,0.461,4720.169,649.411,0.384,4719.625,653.575,0.401,4.200,25.928,7.635,394,2,-
721.810,39,4719.966,651.004,0.461,4720.201,649.154,0.382,4719.668,653.320,0.403,4.200,25.925,6.878,394,2,-
721.820,39,4720.002,650.747,0.461,4720.232,648.896,0.381,4719.709,653.064,0.404,4.200,25.922,6.725,394,2,-
721.830,39,4720.037,650.490,0.461,4720.262,648.639,0.380,4719.751,652.808,0.406,4.200,25.919,7.389,394,2,-
721.840,39,4720.072,650.233,0.461,4720.291,648.381,0.380,4719.792,652.552,0.407,4.200,25.917,7.500,394,2,-
721.850,39,4720.105,649.976,0.461,4720.319,648.124,0.379,4719.833,652.295,0.407,4.200,25.916,6.921,394,2,-
721.860,39,4720.138,649.719,0.461,4720.346,647.866,0.379,4719.874,652.039,0.408,4.200,25.914,6.934,394,2,-
721.870,39,4720.171,649.462,0.462,4720.372,647.608,0.380,4719.914,651.783,0.407,4.200,25.913,7.420,394,2,-
721.880,39,4720.202,649.205,0.462,4720.397,647.350,0.380,4719.953,651.527,0.407,4.200,25.913,7.198,394,2,-
721.890,39,4720.233,648.948,0.462,4720.421,647.092,0.381,4719.993,651.270,0.406,4.200,25.914,6.654,394,2,-
721.900,39,4720.263,648.690,0.462,4720.444,646.834,0.382,4720.032,651.014,0.405,4.200,25.914,6.753,394,2,>
721.910,39,4720.293,648.433,0.462,4720.466,646.576,0.383,4720.070,650.757,0.403,4.200,25.916,7.231,394,2,>
721.920,39,4720.321,648.175,0.461,4720.488,646.318,0.384,4720.109,650.500,0.401,4.200,25.918,7.025,394,2,>
721.930,39,4720.350,647.918,0.461,4720.508,646.059,0.386,4720.146,650.244,0.398,4.200,25.920,6.633,394,2,>
721.940,39,4720.377,647.660,0.461,4720.528,645.801,0.387,4720.183,649.987,0.396,4.200,25.922,7.039,394,2,>
721.950,39,4720.404,647.402,0.461,4720.547,645.542,0.389,4720.220,649.729,0.393,4.200,25.926,7.497,394,2,>
721.960,39,4720.430,647.144,0.460,4720.565,645.284,0.390,4720.256,649.472,0.391,4.200,25.930,7.154,394,2,>
721.970,39,4720.455,646.886,0.460,4720.583,645.025,0.391,4720.291,649.215,0.388,4.200,25.933,7.003,394,2,>
721.980,39,4720.480,646.628,0.459,4720.599,644.766,0.393,4720.325,648.957,0.385,4.200,25.936,7.739,394,2,>
721.990,39,4720.504,646.369,0.459,4720.616,644.507,0.394,4720.358,648.699,0.383,4.200,25.940,8.264,394,2,>
722.000,39,4720.527,646.111,0.459,4720.631,644.248,0.395,4720.390,648.442,0.381,4.200,25.944,7.673,394,2,>
722.010,39,4720.549,645.853,0.458,4720.646,643.990,0.395,4720.421,648.183,0.379,4.200,25.946,7.262,394,2,>
722.020,39,4720.571,645.594,0.458,4720.661,643.731,0.396,4720.452,647.925,0.377,4.200,25.949,7.703,394,2,>
722.030,39,4720.591,645.335,0.457,4720.675,643.472,0.396,4720.481,647.667,0.376,4.200,25.952,7.884,394,2,>
722.040,39,4720.611,645.077,0.457,4720.689,643.213,0.396,4720.509,647.409,0.375,4.200,25.955,7.408,394,2,>
722.050,39,4720.631,644.818,0.457,4720.702,642.953,0.396,4720.535,647.150,0.374,4.200,25.957,7.381,394,2,>
722.060,39,4720.649,644.559,0.457,4720.714,642.694,0.396,4720.561,646.891,0.374,4.200,25.958,7.447,394,2,>
722.070,39,4720.667,644.300,0.456,4720.726,642.435,0.396,4720.586,646.633,0.374,4.200,25.961,7.638,394,2,>
722.080,39,4720.684,644.041,0.456,4720.738,642.176,0.395,4720.610,646.374,0.374,4.200,25.963,7.445,394,2,>
722.090,39,4720.700,643.782,0.456,4720.749,641.917,0.394,4720.633,646.115,0.375,4.200,25.965,7.182,394,2,>
722.100,39,4720.716,643.523,0.456,4720.760,641.657,0.393,4720.654,645.856,0.376,4.200,25.968,7.068,394,2,>
722.110,39,4720.731,643.263,0.456,4720.770,641.398,0.392,4720.675,645.597,0.377,4.200,25.974,7.511,394,2,>
722.120,39,4720.745,643.004,0.456,4720.779,641.139,0.391,4720.696,645.338,0.378,4.200,25.981,7.505,394,2,>
722.130,39,4720.758,642.744,0.456,4720.788,640.879,0.390,4720.715,645.078,0.380,4.200,25.987,7.551,394,2,>
722.140,39,4720.771,642.485,0.456,4720.797,640.619,0.389,4720.733,644.819,0.381,4.200,25.996,8.107,394,2,>
722.150,39,4720.783,642.225,0.456,4720.804,640.360,0.387,4720.751,644.559,0.383,4.200,26.008,8.335,394,2,>
722.160,39,4720.794,641.965,0.456,4720.811,640.100,0.386,4720.767,644.300,0.385,4.200,26.020,7.937,394,2,>
722.170,39,4720.804,641.705,0.456,4720.817,639.840,0.385,4720.783,644.040,0.386,4.200,26.031,7.876,394,2,>
722.180,39,4720.814,641.445,0.456,4720.822,639.580,0.384,4720.798,643.779,0.388,4.200,26.046,8.320,394,2,>
722.190,39,4720.822,641.184,0.456,4720.826,639.319,0.383,4720.812,643.519,0.390,4.200,26.063,8.363,394,2,>
722.200,39,4720.830,640.924,0.457,4720.830,639.059,0.382,4720.826,643.259,0.392,4.200,26.080,7.993,394,2,>
722.210,39,4720.837,640.663,0.457,4720.833,638.798,0.382,4720.838,642.998,0.393,4.200,26.095,7.978,394,2,>
722.220,39,4720.844,640.402,0.457,4720.834,638.537,0.382,4720.850,642.737,0.394,4.200,26.114,8.071,394,2,>
722.230,39,4720.849,640.141,0.458,4720.835,638.276,0.382,4720.862,642.476,0.395,4.200,26.134,7.589,394,2,>
722.240,39,4720.854,639.879,0.458,4720.836,638.015,0.382,4720.872,642.214,0.396,4.200,26.152,7.073,394,2,>
722.250,39,4720.858,639.618,0.459,4720.835,637.753,0.382,4720.882,641.953,0.397,4.200,26.169,7.118,394,2,>
722.260,39,4720.862,639.356,0.459,4720.834,637.491,0.383,4720.892,641.691,0.397,4.200,26.188,7.221,394,2,>
722.270,39,4720.865,639.094,0.460,4720.832,637.229,0.384,4720.900,641.429,0.397,4.200,26.207,6.838,394,2,>
722.280,39,4720.867,638.832,0.460,4720.829,636.967,0.385,4720.908,641.167,0.397,4.200,26.224,6.568,394,2,>
722.290,39,4720.868,638.570,0.461,4720.826,636.705,0.386,4720.916,640.904,0.397,4.200,26.239,6.706,394,2,>
722.300,39,4720.869,638.307,0.461,4720.822,636.443,0.387,4720.923,640.641,0.396,4.200,26.256,6.673,394,2,>
722.310,39,4720.869,638.045,0.461,4720.818,636.180,0.389,4720.929,640.379,0.395,4.200,26.273,6.278,394,2,>
722.320,39,4720.869,637.782,0.461,4720.813,635.917,0.390,4720.934,640.116,0.394,4.200,26.288,6.179,394,2,>
722.330,39,4720.868,637.519,0.461,4720.807,635.654,0.391,4720.939,639.853,0.393,4.200,26.302,6.494,394,2,>
722.340,39,4720.866,637.256,0.462,4720.801,635.392,0.392,4720.943,639.589,0.391,4.200,26.318,6.610,394,2,>
722.350,39,4720.864,636.993,0.462,4720.795,635.128,0.393,4720.946,639.326,0.390,4.200,26.333,6.306,394,2,>
722.360,39,4720.861,636.729,0.462,4720.788,634.865,0.394,4720.949,639.062,0.389,4.200,26.346,6.188,394,2,>
722.370,39,4720.857,636.466,0.461,4720.780,634.602,0.395,4720.950,638.798,0.388,4.200,26.360,6.324,394,2,>
722.380,39,4720.853,636.202,0.461,4720.772,634.338,0.396,4720.951,638.534,0.387,4.200,26.376,6.159,394,2,>
722.390,39,4720.849,635.938,0.461,4720.764,634.075,0.396,4720.951,638.271,0.386,4.200,26.389,5.753,394,2,>
722.400,39,4720.843,635.674,0.461,4720.755,633.811,0.397,4720.950,638.006,0.385,4.200,26.402,5.681,394,2,>
722.410,39,4720.838,635.410,0.461,4720.746,633.547,0.397,4720.948,637.742,0.385,4.200,26.417,5.873,394,2,>
722.420,39,4720.831,635.146,0.461,4720.737,633.283,0.397,4720.945,637.478,0.384,4.200,26.432,5.719,394,2,>
722.430,39,4720.824,634.882,0.461,4720.727,633.019,0.397,4720.942,637.213,0.384,4.200,26.446,5.284,394,2,>
722.440,39,4720.817,634.617,0.462,4720.717,632.755,0.398,4720.937,636.949,0.385,4.200,26.459,5.092,394,2,>
722.450,39,4720.809,634.353,0.462,4720.707,632.490,0.398,4720.932,636.684,0.385,4.200,26.475,5.060,394,2,>
722.460,39,4720.800,634.088,0.462,4720.697,632.226,0.398,4720.926,636.419,0.386,4.200,26.491,4.845,394,2,>
722.470,39,4720.791,633.823,0.462,4720.686,631.961,0.397,4720.920,636.154,0.386,4.200,26.506,4.634,394,2,>
722.480,39,4720.782,633.558,0.463,4720.675,631.696,0.397,4720.912,635.889,0.387,4.200,26.522,4.654,394,2,>
722.490,39,4720.772,633.293,0.463,4720.664,631.431,0.397,4720.904,635.624,0.389,4.200,26.541,4.665,394,2,>
722.500,39,4720.762,633.028,0.463,4720.653,631.166,0.397,4720.896,635.359,0.390,4.200,26.560,4.379,394,2,>
722.510,39,4720.752,632.762,0.464,4720.641,630.900,0.397,4720.887,635.093,0.391,4.200,26.578,4.123,394,2,>
722.520,39,4720.741,632.497,0.464,4720.630,630.635,0.397,4720.877,634.827,0.393,4.200,26.597,4.057,394,2,>
722.530,39,4720.729,632.231,0.465,4720.618,630.369,0.397,4720.866,634.562,0.394,4.200,26.619,3.925,394,2,>
722.540,39,4720.718,631.965,0.465,4720.606,630.103,0.396,4720.856,634.295,0.396,4.200,26.641,3.649,394,2,>
722.550,39,4720.706,631.699,0.466,4720.593,629.837,0.396,4720.844,634.029,0.398,4.200,26.661,3.503,394,2,>
722.560,39,4720.693,631.432,0.467,4720.581,629.570,0.396,4720.832,633.763,0.399,4.200,26.682,3.445,394,2,>
722.570,39,4720.681,631.166,0.467,4720.569,629.304,0.396,4720.820,633.496,0.401,4.200,26.705,3.151,394,2,>
722.580,39,4720.668,630.899,0.468,4720.556,629.037,0.396,4720.807,633.229,0.402,4.200,26.727,2.707,394,2,>
