"OBJECTID","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
1,0,19.000000,0,0,0,0,0,0,0
2,2,50.000000,0,1,0,0,0,0,0
3,3,1.000000,1,1,0,0,0,0,0
4,4,1.000000,0,0,1,0,0,0,0
5,6,1.000000,0,1,1,0,0,0,0
6,10,14.000000,0,1,0,1,0,0,0
7,11,3.000000,1,1,0,1,0,0,0
8,14,1.000000,0,1,1,1,0,0,0
9,16,384.000000,0,0,0,0,1,0,0
10,17,341.000000,1,0,0,0,1,0,0
11,18,567.000000,0,1,0,0,1,0,0
12,19,348.000000,1,1,0,0,1,0,0
13,20,16.000000,0,0,1,0,1,0,0
14,22,57.000000,0,1,1,0,1,0,0
15,23,45.000000,1,1,1,0,1,0,0
16,24,9.000000,0,0,0,1,1,0,0
17,25,108.000000,1,0,0,1,1,0,0
18,26,216.000000,0,1,0,1,1,0,0
19,27,2673.000000,1,1,0,1,1,0,0
20,30,146.000000,0,1,1,1,1,0,0
21,31,2272.000000,1,1,1,1,1,0,0
22,48,212.000000,0,0,0,0,1,1,0
23,49,849.000000,1,0,0,0,1,1,0
24,50,249.000000,0,1,0,0,1,1,0
25,51,1918.000000,1,1,0,0,1,1,0
26,52,1.000000,0,0,1,0,1,1,0
27,53,4.000000,1,0,1,0,1,1,0
28,54,47.000000,0,1,1,0,1,1,0
29,55,250.000000,1,1,1,0,1,1,0
30,56,1.000000,0,0,0,1,1,1,0
31,57,158.000000,1,0,0,1,1,1,0
32,58,43.000000,0,1,0,1,1,1,0
33,59,9681.000000,1,1,0,1,1,1,0
34,62,54.000000,0,1,1,1,1,1,0
35,63,14600.000000,1,1,1,1,1,1,0
36,70,1.000000,0,1,1,0,0,0,1
37,78,1.000000,0,1,1,1,0,0,1
38,80,9.000000,0,0,0,0,1,0,1
39,81,2.000000,1,0,0,0,1,0,1
40,82,9.000000,0,1,0,0,1,0,1
41,83,20.000000,1,1,0,0,1,0,1
42,84,16.000000,0,0,1,0,1,0,1
43,85,2.000000,1,0,1,0,1,0,1
44,86,464.000000,0,1,1,0,1,0,1
45,87,140.000000,1,1,1,0,1,0,1
46,89,1.000000,1,0,0,1,1,0,1
47,90,2.000000,0,1,0,1,1,0,1
48,91,74.000000,1,1,0,1,1,0,1
49,94,1237.000000,0,1,1,1,1,0,1
50,95,9727.000000,1,1,1,1,1,0,1
51,112,66.000000,0,0,0,0,1,1,1
52,113,61.000000,1,0,0,0,1,1,1
53,114,113.000000,0,1,0,0,1,1,1
54,115,556.000000,1,1,0,0,1,1,1
55,116,144.000000,0,0,1,0,1,1,1
56,117,73.000000,1,0,1,0,1,1,1
57,118,1760.000000,0,1,1,0,1,1,1
58,119,4289.000000,1,1,1,0,1,1,1
59,121,5.000000,1,0,0,1,1,1,1
60,122,20.000000,0,1,0,1,1,1,1
61,123,2738.000000,1,1,0,1,1,1,1
62,125,4.000000,1,0,1,1,1,1,1
63,126,1844.000000,0,1,1,1,1,1,1
64,127,2228541.000000,1,1,1,1,1,1,1
