"OBJECTID","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
1,0,837.000000,0,0,0,0,0,0,0
2,1,604.000000,1,0,0,0,0,0,0
3,2,94.000000,0,1,0,0,0,0,0
4,3,245.000000,1,1,0,0,0,0,0
5,4,14.000000,0,0,1,0,0,0,0
6,5,1.000000,1,0,1,0,0,0,0
7,8,117.000000,0,0,0,1,0,0,0
8,9,230.000000,1,0,0,1,0,0,0
9,10,6.000000,0,1,0,1,0,0,0
10,11,87.000000,1,1,0,1,0,0,0
11,12,1.000000,0,0,1,1,0,0,0
12,16,556.000000,0,0,0,0,1,0,0
13,17,184.000000,1,0,0,0,1,0,0
14,18,58.000000,0,1,0,0,1,0,0
15,19,161.000000,1,1,0,0,1,0,0
16,20,39.000000,0,0,1,0,1,0,0
17,21,1.000000,1,0,1,0,1,0,0
18,22,10.000000,0,1,1,0,1,0,0
19,23,32.000000,1,1,1,0,1,0,0
20,24,2443.000000,0,0,0,1,1,0,0
21,25,1960.000000,1,0,0,1,1,0,0
22,26,177.000000,0,1,0,1,1,0,0
23,27,1168.000000,1,1,0,1,1,0,0
24,28,461.000000,0,0,1,1,1,0,0
25,29,99.000000,1,0,1,1,1,0,0
26,30,133.000000,0,1,1,1,1,0,0
27,31,300.000000,1,1,1,1,1,0,0
28,32,77.000000,0,0,0,0,0,1,0
29,33,19.000000,1,0,0,0,0,1,0
30,34,171.000000,0,1,0,0,0,1,0
31,35,186.000000,1,1,0,0,0,1,0
32,36,21.000000,0,0,1,0,0,1,0
33,37,3.000000,1,0,1,0,0,1,0
34,38,44.000000,0,1,1,0,0,1,0
35,39,50.000000,1,1,1,0,0,1,0
36,40,3.000000,0,0,0,1,0,1,0
37,41,6.000000,1,0,0,1,0,1,0
38,42,5.000000,0,1,0,1,0,1,0
39,43,47.000000,1,1,0,1,0,1,0
40,44,2.000000,0,0,1,1,0,1,0
41,46,2.000000,0,1,1,1,0,1,0
42,47,1.000000,1,1,1,1,0,1,0
43,48,61.000000,0,0,0,0,1,1,0
44,49,86.000000,1,0,0,0,1,1,0
45,50,162.000000,0,1,0,0,1,1,0
46,51,655.000000,1,1,0,0,1,1,0
47,52,53.000000,0,0,1,0,1,1,0
48,53,18.000000,1,0,1,0,1,1,0
49,54,204.000000,0,1,1,0,1,1,0
50,55,824.000000,1,1,1,0,1,1,0
51,56,361.000000,0,0,0,1,1,1,0
52,57,620.000000,1,0,0,1,1,1,0
53,58,519.000000,0,1,0,1,1,1,0
54,59,6281.000000,1,1,0,1,1,1,0
55,60,724.000000,0,0,1,1,1,1,0
56,61,334.000000,1,0,1,1,1,1,0
57,62,3030.000000,0,1,1,1,1,1,0
58,63,17403.000000,1,1,1,1,1,1,0
59,64,4.000000,0,0,0,0,0,0,1
60,65,68.000000,1,0,0,0,0,0,1
61,66,8.000000,0,1,0,0,0,0,1
62,67,230.000000,1,1,0,0,0,0,1
63,73,16.000000,1,0,0,1,0,0,1
64,75,69.000000,1,1,0,1,0,0,1
65,81,1.000000,1,0,0,0,1,0,1
66,83,138.000000,1,1,0,0,1,0,1
67,86,1.000000,0,1,1,0,1,0,1
68,87,6.000000,1,1,1,0,1,0,1
69,89,33.000000,1,0,0,1,1,0,1
70,90,4.000000,0,1,0,1,1,0,1
71,91,329.000000,1,1,0,1,1,0,1
72,92,3.000000,0,0,1,1,1,0,1
73,93,2.000000,1,0,1,1,1,0,1
74,94,9.000000,0,1,1,1,1,0,1
75,95,102.000000,1,1,1,1,1,0,1
76,97,5.000000,1,0,0,0,0,1,1
77,98,32.000000,0,1,0,0,0,1,1
78,99,1068.000000,1,1,0,0,0,1,1
79,102,180.000000,0,1,1,0,0,1,1
80,103,2147.000000,1,1,1,0,0,1,1
81,105,2.000000,1,0,0,1,0,1,1
82,106,5.000000,0,1,0,1,0,1,1
83,107,202.000000,1,1,0,1,0,1,1
84,111,104.000000,1,1,1,1,0,1,1
85,113,7.000000,1,0,0,0,1,1,1
86,114,24.000000,0,1,0,0,1,1,1
87,115,2056.000000,1,1,0,0,1,1,1
88,117,1.000000,1,0,1,0,1,1,1
89,118,882.000000,0,1,1,0,1,1,1
90,119,25562.000000,1,1,1,0,1,1,1
91,120,2.000000,0,0,0,1,1,1,1
92,121,21.000000,1,0,0,1,1,1,1
93,122,75.000000,0,1,0,1,1,1,1
94,123,11160.000000,1,1,0,1,1,1,1
95,124,12.000000,0,0,1,1,1,1,1
96,125,43.000000,1,0,1,1,1,1,1
97,126,4690.000000,0,1,1,1,1,1,1
98,127,2195965.000000,1,1,1,1,1,1,1
