"OBJECTID","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
1,0,555.000000,0,0,0,0,0,0,0
2,1,13.000000,1,0,0,0,0,0,0
3,2,301.000000,0,1,0,0,0,0,0
4,3,110.000000,1,1,0,0,0,0,0
5,4,82.000000,0,0,1,0,0,0,0
6,6,10.000000,0,1,1,0,0,0,0
7,7,14.000000,1,1,1,0,0,0,0
8,8,99.000000,0,0,0,1,0,0,0
9,9,1.000000,1,0,0,1,0,0,0
10,10,23.000000,0,1,0,1,0,0,0
11,11,2.000000,1,1,0,1,0,0,0
12,12,1.000000,0,0,1,1,0,0,0
13,14,1.000000,0,1,1,1,0,0,0
14,15,1.000000,1,1,1,1,0,0,0
15,16,472.000000,0,0,0,0,1,0,0
16,17,10.000000,1,0,0,0,1,0,0
17,18,89.000000,0,1,0,0,1,0,0
18,19,49.000000,1,1,0,0,1,0,0
19,20,147.000000,0,0,1,0,1,0,0
20,21,2.000000,1,0,1,0,1,0,0
21,22,64.000000,0,1,1,0,1,0,0
22,23,48.000000,1,1,1,0,1,0,0
23,24,945.000000,0,0,0,1,1,0,0
24,25,41.000000,1,0,0,1,1,0,0
25,26,257.000000,0,1,0,1,1,0,0
26,27,51.000000,1,1,0,1,1,0,0
27,28,780.000000,0,0,1,1,1,0,0
28,29,27.000000,1,0,1,1,1,0,0
29,30,635.000000,0,1,1,1,1,0,0
30,31,181.000000,1,1,1,1,1,0,0
31,32,17.000000,0,0,0,0,0,1,0
32,33,1.000000,1,0,0,0,0,1,0
33,34,34.000000,0,1,0,0,0,1,0
34,35,67.000000,1,1,0,0,0,1,0
35,36,116.000000,0,0,1,0,0,1,0
36,37,1.000000,1,0,1,0,0,1,0
37,38,288.000000,0,1,1,0,0,1,0
38,39,609.000000,1,1,1,0,0,1,0
39,40,1.000000,0,0,0,1,0,1,0
40,46,11.000000,0,1,1,1,0,1,0
41,47,2.000000,1,1,1,1,0,1,0
42,48,5.000000,0,0,0,0,1,1,0
43,50,26.000000,0,1,0,0,1,1,0
44,51,37.000000,1,1,0,0,1,1,0
45,52,340.000000,0,0,1,0,1,1,0
46,53,4.000000,1,0,1,0,1,1,0
47,54,3584.000000,0,1,1,0,1,1,0
48,55,6096.000000,1,1,1,0,1,1,0
49,56,37.000000,0,0,0,1,1,1,0
50,57,4.000000,1,0,0,1,1,1,0
51,58,132.000000,0,1,0,1,1,1,0
52,59,55.000000,1,1,0,1,1,1,0
53,60,2074.000000,0,0,1,1,1,1,0
54,61,26.000000,1,0,1,1,1,1,0
55,62,23430.000000,0,1,1,1,1,1,0
56,63,34883.000000,1,1,1,1,1,1,0
57,64,54.000000,0,0,0,0,0,0,1
58,65,96.000000,1,0,0,0,0,0,1
59,66,29.000000,0,1,0,0,0,0,1
60,67,692.000000,1,1,0,0,0,0,1
61,68,1.000000,0,0,1,0,0,0,1
62,69,2.000000,1,0,1,0,0,0,1
63,70,2.000000,0,1,1,0,0,0,1
64,71,51.000000,1,1,1,0,0,0,1
65,72,82.000000,0,0,0,1,0,0,1
66,73,131.000000,1,0,0,1,0,0,1
67,74,22.000000,0,1,0,1,0,0,1
68,75,392.000000,1,1,0,1,0,0,1
69,76,4.000000,0,0,1,1,0,0,1
70,77,1.000000,1,0,1,1,0,0,1
71,79,32.000000,1,1,1,1,0,0,1
72,80,27.000000,0,0,0,0,1,0,1
73,81,41.000000,1,0,0,0,1,0,1
74,82,15.000000,0,1,0,0,1,0,1
75,83,210.000000,1,1,0,0,1,0,1
76,84,7.000000,0,0,1,0,1,0,1
77,85,6.000000,1,0,1,0,1,0,1
78,86,12.000000,0,1,1,0,1,0,1
79,87,169.000000,1,1,1,0,1,0,1
80,88,817.000000,0,0,0,1,1,0,1
81,89,667.000000,1,0,0,1,1,0,1
82,90,210.000000,0,1,0,1,1,0,1
83,91,2638.000000,1,1,0,1,1,0,1
84,92,288.000000,0,0,1,1,1,0,1
85,93,184.000000,1,0,1,1,1,0,1
86,94,417.000000,0,1,1,1,1,0,1
87,95,2981.000000,1,1,1,1,1,0,1
88,98,10.000000,0,1,0,0,0,1,1
89,99,354.000000,1,1,0,0,0,1,1
90,100,8.000000,0,0,1,0,0,1,1
91,102,39.000000,0,1,1,0,0,1,1
92,103,1057.000000,1,1,1,0,0,1,1
93,105,1.000000,1,0,0,1,0,1,1
94,106,4.000000,0,1,0,1,0,1,1
95,107,111.000000,1,1,0,1,0,1,1
96,108,2.000000,0,0,1,1,0,1,1
97,110,4.000000,0,1,1,1,0,1,1
98,111,203.000000,1,1,1,1,0,1,1
99,114,8.000000,0,1,0,0,1,1,1
100,115,155.000000,1,1,0,0,1,1,1
101,116,29.000000,0,0,1,0,1,1,1
102,117,2.000000,1,0,1,0,1,1,1
103,118,276.000000,0,1,1,0,1,1,1
104,119,9761.000000,1,1,1,0,1,1,1
105,120,12.000000,0,0,0,1,1,1,1
106,121,11.000000,1,0,0,1,1,1,1
107,122,86.000000,0,1,0,1,1,1,1
108,123,983.000000,1,1,0,1,1,1,1
109,124,465.000000,0,0,1,1,1,1,1
110,125,207.000000,1,0,1,1,1,1,1
111,126,16403.000000,0,1,1,1,1,1,1
112,127,2169896.000000,1,1,1,1,1,1,1
