"OBJECTID","Value_","Count_","OBS1","OBS2","OBS3","OBS4","OBS5","OBS6","OBS7"
1,0,490.000000,0,0,0,0,0,0,0
2,1,23.000000,1,0,0,0,0,0,0
3,2,331.000000,0,1,0,0,0,0,0
4,3,109.000000,1,1,0,0,0,0,0
5,4,52.000000,0,0,1,0,0,0,0
6,6,27.000000,0,1,1,0,0,0,0
7,7,9.000000,1,1,1,0,0,0,0
8,8,133.000000,0,0,0,1,0,0,0
9,9,18.000000,1,0,0,1,0,0,0
10,10,39.000000,0,1,0,1,0,0,0
11,11,34.000000,1,1,0,1,0,0,0
12,12,3.000000,0,0,1,1,0,0,0
13,14,1.000000,0,1,1,1,0,0,0
14,16,405.000000,0,0,0,0,1,0,0
15,17,11.000000,1,0,0,0,1,0,0
16,18,158.000000,0,1,0,0,1,0,0
17,19,67.000000,1,1,0,0,1,0,0
18,20,173.000000,0,0,1,0,1,0,0
19,21,9.000000,1,0,1,0,1,0,0
20,22,72.000000,0,1,1,0,1,0,0
21,23,79.000000,1,1,1,0,1,0,0
22,24,867.000000,0,0,0,1,1,0,0
23,25,76.000000,1,0,0,1,1,0,0
24,26,408.000000,0,1,0,1,1,0,0
25,27,214.000000,1,1,0,1,1,0,0
26,28,1055.000000,0,0,1,1,1,0,0
27,29,37.000000,1,0,1,1,1,0,0
28,30,1269.000000,0,1,1,1,1,0,0
29,31,907.000000,1,1,1,1,1,0,0
30,32,19.000000,0,0,0,0,0,1,0
31,34,83.000000,0,1,0,0,0,1,0
32,35,198.000000,1,1,0,0,0,1,0
33,36,26.000000,0,0,1,0,0,1,0
34,38,126.000000,0,1,1,0,0,1,0
35,39,417.000000,1,1,1,0,0,1,0
36,42,3.000000,0,1,0,1,0,1,0
37,43,7.000000,1,1,0,1,0,1,0
38,46,4.000000,0,1,1,1,0,1,0
39,47,14.000000,1,1,1,1,0,1,0
40,48,10.000000,0,0,0,0,1,1,0
41,50,55.000000,0,1,0,0,1,1,0
42,51,131.000000,1,1,0,0,1,1,0
43,52,150.000000,0,0,1,0,1,1,0
44,53,1.000000,1,0,1,0,1,1,0
45,54,2578.000000,0,1,1,0,1,1,0
46,55,5877.000000,1,1,1,0,1,1,0
47,56,3.000000,0,0,0,1,1,1,0
48,57,2.000000,1,0,0,1,1,1,0
49,58,122.000000,0,1,0,1,1,1,0
50,59,220.000000,1,1,0,1,1,1,0
51,60,773.000000,0,0,1,1,1,1,0
52,61,11.000000,1,0,1,1,1,1,0
53,62,20706.000000,0,1,1,1,1,1,0
54,63,75104.000000,1,1,1,1,1,1,0
55,64,45.000000,0,0,0,0,0,0,1
56,65,127.000000,1,0,0,0,0,0,1
57,66,13.000000,0,1,0,0,0,0,1
58,67,601.000000,1,1,0,0,0,0,1
59,70,1.000000,0,1,1,0,0,0,1
60,71,16.000000,1,1,1,0,0,0,1
61,72,91.000000,0,0,0,1,0,0,1
62,73,168.000000,1,0,0,1,0,0,1
63,74,22.000000,0,1,0,1,0,0,1
64,75,498.000000,1,1,0,1,0,0,1
65,76,1.000000,0,0,1,1,0,0,1
66,77,2.000000,1,0,1,1,0,0,1
67,78,1.000000,0,1,1,1,0,0,1
68,79,8.000000,1,1,1,1,0,0,1
69,80,9.000000,0,0,0,0,1,0,1
70,81,44.000000,1,0,0,0,1,0,1
71,82,14.000000,0,1,0,0,1,0,1
72,83,235.000000,1,1,0,0,1,0,1
73,84,8.000000,0,0,1,0,1,0,1
74,85,4.000000,1,0,1,0,1,0,1
75,86,10.000000,0,1,1,0,1,0,1
76,87,163.000000,1,1,1,0,1,0,1
77,88,531.000000,0,0,0,1,1,0,1
78,89,503.000000,1,0,0,1,1,0,1
79,90,195.000000,0,1,0,1,1,0,1
80,91,2809.000000,1,1,0,1,1,0,1
81,92,228.000000,0,0,1,1,1,0,1
82,93,162.000000,1,0,1,1,1,0,1
83,94,445.000000,0,1,1,1,1,0,1
84,95,4266.000000,1,1,1,1,1,0,1
85,98,3.000000,0,1,0,0,0,1,1
86,99,581.000000,1,1,0,0,0,1,1
87,102,9.000000,0,1,1,0,0,1,1
88,103,591.000000,1,1,1,0,0,1,1
89,104,1.000000,0,0,0,1,0,1,1
90,106,2.000000,0,1,0,1,0,1,1
91,107,215.000000,1,1,0,1,0,1,1
92,110,3.000000,0,1,1,1,0,1,1
93,111,110.000000,1,1,1,1,0,1,1
94,114,4.000000,0,1,0,0,1,1,1
95,115,369.000000,1,1,0,0,1,1,1
96,116,5.000000,0,0,1,0,1,1,1
97,117,1.000000,1,0,1,0,1,1,1
98,118,82.000000,0,1,1,0,1,1,1
99,119,6952.000000,1,1,1,0,1,1,1
100,120,2.000000,0,0,0,1,1,1,1
101,121,1.000000,1,0,0,1,1,1,1
102,122,40.000000,0,1,0,1,1,1,1
103,123,1762.000000,1,1,0,1,1,1,1
104,124,77.000000,0,0,1,1,1,1,1
105,125,49.000000,1,0,1,1,1,1,1
106,126,5222.000000,0,1,1,1,1,1,1
107,127,2146241.000000,1,1,1,1,1,1,1
